Price,Close,High,Low,Open,Volume
Ticker,IMOEX.ME,IMOEX.ME,IMOEX.ME,IMOEX.ME,IMOEX.ME
Date,,,,,
2023-01-03,2172.679931640625,2174.22998046875,2157.179931640625,2157.179931640625,0
2023-01-04,2168.419921875,2179.56005859375,2162.06005859375,2171.5400390625,0
2023-01-05,2156.669921875,2171.93994140625,2154.159912109375,2170.39990234375,0
2023-01-06,2156.389892578125,2160.080078125,2153.320068359375,2157.320068359375,0
2023-01-09,2163.5,2169.7099609375,2162.010009765625,2163.429931640625,0
2023-01-10,2159.510009765625,2162.919921875,2145.139892578125,2162.699951171875,0
2023-01-11,2186.97998046875,2190.39990234375,2153.550048828125,2156.280029296875,0
2023-01-12,2185.929931640625,2194.800048828125,2177.360107421875,2193.530029296875,0
2023-01-13,2199.93994140625,2204.179931640625,2179.820068359375,2188.60009765625,0
2023-01-16,2224.89990234375,2224.89990234375,2204.4599609375,2204.639892578125,0
2023-01-17,2196.840087890625,2226.489990234375,2196.840087890625,2225.260009765625,0
2023-01-18,2196.260009765625,2206.659912109375,2177.64990234375,2188.89990234375,0
2023-01-19,2168.830078125,2193.929931640625,2162.110107421875,2190.02001953125,0
2023-01-20,2166.68994140625,2173.7099609375,2154.3701171875,2167.610107421875,0
2023-01-23,2185.31005859375,2186.85009765625,2164.889892578125,2167.919921875,0
2023-01-24,2172.75,2199.2900390625,2172.75,2191.639892578125,0
2023-01-25,2170.14990234375,2176.610107421875,2160.760009765625,2168.47998046875,0
2023-01-26,2166.919921875,2183.77001953125,2166.919921875,2181.9599609375,0
2023-01-27,2189.35009765625,2189.35009765625,2167.330078125,2174.85009765625,0
2023-01-30,2204.409912109375,2204.409912109375,2189.1201171875,2193.989990234375,0
2023-01-31,2225.60009765625,2225.60009765625,2202.760009765625,2203.570068359375,0
2023-02-01,2230.14990234375,2247.1201171875,2224.949951171875,2232.02001953125,0
2023-02-02,2243.5400390625,2249.56005859375,2228.56005859375,2243.0400390625,0
2023-02-03,2248.300048828125,2253.699951171875,2216.6298828125,2239.10009765625,0
2023-02-06,2272.3701171875,2276.5,2243.77001953125,2245.929931640625,0
2023-02-07,2267.68994140625,2290.510009765625,2262.300048828125,2281.68994140625,0
2023-02-08,2251.969970703125,2283.489990234375,2244.52001953125,2273.590087890625,0
2023-02-09,2262.449951171875,2269.9599609375,2241.02001953125,2258.969970703125,0
2023-02-10,2261.580078125,2264.389892578125,2249.6201171875,2253.510009765625,0
2023-02-13,2264.27001953125,2271.0,2261.3701171875,2262.64990234375,0
2023-02-14,2232.22998046875,2256.9599609375,2225.93994140625,2256.590087890625,0
2023-02-15,2166.4599609375,2216.68994140625,2164.699951171875,2216.68994140625,0
2023-02-16,2153.9599609375,2186.639892578125,2150.169921875,2169.389892578125,0
2023-02-17,2168.8798828125,2180.9599609375,2147.31005859375,2157.5,0
2023-02-20,2183.570068359375,2186.389892578125,2140.780029296875,2172.530029296875,0
2023-02-21,2212.419921875,2227.820068359375,2184.510009765625,2184.60009765625,0
2023-02-22,2212.39990234375,2215.580078125,2194.989990234375,2215.429931640625,0
2023-02-24,2208.030029296875,2223.22998046875,2202.25,2209.10009765625,0
2023-02-27,2241.10009765625,2241.10009765625,2188.949951171875,2194.389892578125,0
2023-02-28,2253.159912109375,2258.679931640625,2239.590087890625,2246.260009765625,0
2023-03-01,2279.64990234375,2287.47998046875,2255.449951171875,2258.889892578125,0
2023-03-02,2254.300048828125,2286.27001953125,2235.429931640625,2284.8701171875,0
2023-03-03,2272.199951171875,2273.52001953125,2249.81005859375,2250.1201171875,0
2023-03-06,2294.1201171875,2297.860107421875,2283.39990234375,2286.199951171875,0
2023-03-07,2295.60009765625,2298.929931640625,2281.4599609375,2294.320068359375,0
2023-03-09,2290.139892578125,2302.10009765625,2278.949951171875,2295.030029296875,0
2023-03-10,2276.25,2283.179931640625,2266.330078125,2272.610107421875,0
2023-03-13,2269.469970703125,2289.699951171875,2250.139892578125,2279.1298828125,0
2023-03-14,2290.320068359375,2290.320068359375,2261.64990234375,2266.780029296875,0
2023-03-15,2262.070068359375,2295.06005859375,2257.0,2287.159912109375,0
2023-03-16,2258.219970703125,2269.010009765625,2236.77001953125,2262.610107421875,0
2023-03-17,2322.780029296875,2322.780029296875,2275.47998046875,2284.780029296875,0
2023-03-20,2397.159912109375,2397.159912109375,2332.800048828125,2337.830078125,0
2023-03-21,2398.14990234375,2431.22998046875,2383.080078125,2417.429931640625,0
2023-03-22,2393.8798828125,2398.760009765625,2374.4599609375,2387.81005859375,0
2023-03-23,2388.35009765625,2396.5,2379.8798828125,2386.699951171875,0
2023-03-24,2391.530029296875,2394.030029296875,2384.2900390625,2386.530029296875,0
2023-03-27,2440.679931640625,2440.679931640625,2400.840087890625,2400.840087890625,0
2023-03-28,2442.18994140625,2458.3701171875,2421.389892578125,2453.260009765625,0
2023-03-29,2460.8701171875,2468.47998046875,2437.52001953125,2449.9599609375,0
2023-03-30,2465.929931640625,2467.969970703125,2450.4599609375,2458.06005859375,0
2023-03-31,2450.669921875,2472.530029296875,2424.449951171875,2470.1201171875,0
2023-04-03,2473.320068359375,2482.5400390625,2463.0,2474.3701171875,0
2023-04-04,2480.449951171875,2511.489990234375,2479.239990234375,2483.469970703125,0
2023-04-05,2500.800048828125,2500.800048828125,2465.77001953125,2489.179931640625,0
2023-04-06,2498.300048828125,2521.81005859375,2498.300048828125,2504.06005859375,0
2023-04-07,2508.389892578125,2511.949951171875,2491.3701171875,2504.0400390625,0
2023-04-10,2547.35009765625,2548.409912109375,2523.199951171875,2523.199951171875,0
2023-04-11,2533.68994140625,2577.510009765625,2515.830078125,2560.0400390625,0
2023-04-12,2538.469970703125,2554.77001953125,2520.64990234375,2538.6201171875,0
2023-04-13,2544.280029296875,2557.580078125,2528.06005859375,2546.97998046875,0
2023-04-14,2554.85009765625,2554.85009765625,2532.389892578125,2546.929931640625,0
2023-04-17,2596.110107421875,2596.449951171875,2572.5400390625,2572.5400390625,0
2023-04-18,2615.6201171875,2615.6201171875,2586.050048828125,2601.340087890625,0
2023-04-19,2606.550048828125,2629.010009765625,2584.9599609375,2617.909912109375,0
2023-04-20,2637.85009765625,2640.780029296875,2565.610107421875,2600.7099609375,0
2023-04-21,2639.949951171875,2648.2099609375,2626.93994140625,2640.989990234375,0
2023-04-24,2635.429931640625,2651.800048828125,2609.39990234375,2636.760009765625,0
2023-04-25,2626.860107421875,2642.1201171875,2619.669921875,2639.669921875,0
2023-04-26,2620.330078125,2631.1298828125,2614.97998046875,2625.6201171875,0
2023-04-27,2646.179931640625,2646.179931640625,2617.0400390625,2620.64990234375,0
2023-04-28,2634.93994140625,2657.89990234375,2608.02001953125,2653.929931640625,0
2023-05-02,2580.510009765625,2635.530029296875,2560.090087890625,2623.2900390625,0
2023-05-03,2532.419921875,2586.169921875,2532.419921875,2585.39990234375,0
2023-05-04,2524.510009765625,2547.199951171875,2524.360107421875,2524.969970703125,0
2023-05-05,2538.239990234375,2555.389892578125,2529.080078125,2544.469970703125,0
2023-05-08,2527.590087890625,2538.22998046875,2513.840087890625,2528.739990234375,0
2023-05-10,2548.6298828125,2556.669921875,2483.7900390625,2483.919921875,0
2023-05-11,2595.1201171875,2610.800048828125,2567.97998046875,2573.409912109375,0
2023-05-12,2565.169921875,2584.909912109375,2552.050048828125,2570.64990234375,0
2023-05-15,2611.070068359375,2611.7099609375,2581.639892578125,2581.639892578125,0
2023-05-16,2633.7099609375,2655.72998046875,2621.590087890625,2645.93994140625,0
2023-05-17,2634.47998046875,2646.610107421875,2623.14990234375,2637.510009765625,0
2023-05-18,2632.909912109375,2658.570068359375,2624.489990234375,2650.1201171875,0
2023-05-19,2626.159912109375,2635.800048828125,2612.469970703125,2627.590087890625,0
2023-05-22,2633.260009765625,2652.969970703125,2622.35009765625,2648.300048828125,0
2023-05-23,2641.659912109375,2648.68994140625,2607.6298828125,2641.050048828125,0
2023-05-24,2654.989990234375,2659.679931640625,2626.429931640625,2643.72998046875,0
2023-05-25,2649.97998046875,2663.510009765625,2631.030029296875,2662.85009765625,0
2023-05-26,2682.030029296875,2685.139892578125,2645.5400390625,2650.3798828125,0
2023-05-29,2732.0,2732.0,2697.4599609375,2697.4599609375,0
2023-05-30,2698.75,2748.60009765625,2687.81005859375,2712.0400390625,0
2023-05-31,2717.639892578125,2718.27001953125,2676.27001953125,2698.110107421875,0
2023-06-01,2721.72998046875,2729.969970703125,2709.330078125,2720.2099609375,0
2023-06-02,2719.47998046875,2720.469970703125,2684.590087890625,2684.590087890625,0
2023-06-05,2694.139892578125,2738.820068359375,2679.300048828125,2726.169921875,0
2023-06-06,2681.25,2687.409912109375,2628.0,2667.760009765625,0
2023-06-07,2694.68994140625,2711.719970703125,2674.110107421875,2690.93994140625,0
2023-06-08,2709.68994140625,2709.68994140625,2688.31005859375,2693.60009765625,0
2023-06-09,2708.0400390625,2721.840087890625,2705.239990234375,2717.199951171875,0
2023-06-13,2757.280029296875,2757.280029296875,2715.14990234375,2715.31005859375,0
2023-06-14,2765.179931640625,2786.06005859375,2758.35009765625,2777.199951171875,0
2023-06-15,2800.169921875,2809.419921875,2764.889892578125,2776.77001953125,0
2023-06-16,2800.7900390625,2813.739990234375,2783.7099609375,2809.280029296875,0
2023-06-19,2815.070068359375,2816.570068359375,2783.68994140625,2808.0400390625,0
2023-06-20,2803.68994140625,2814.719970703125,2778.0,2810.139892578125,0
2023-06-21,2819.300048828125,2821.8798828125,2794.679931640625,2808.8701171875,0
2023-06-22,2815.830078125,2820.429931640625,2805.919921875,2817.300048828125,0
2023-06-23,2795.06005859375,2795.06005859375,2767.820068359375,2790.0400390625,0
2023-06-26,2757.1298828125,2784.280029296875,2741.330078125,2771.52001953125,0
2023-06-27,2776.6298828125,2785.330078125,2743.070068359375,2759.610107421875,0
2023-06-28,2780.919921875,2787.52001953125,2766.929931640625,2781.10009765625,0
2023-06-29,2796.409912109375,2804.800048828125,2783.530029296875,2790.27001953125,0
2023-06-30,2797.3701171875,2800.1201171875,2779.610107421875,2796.0,0
2023-07-03,2793.929931640625,2804.929931640625,2790.81005859375,2795.580078125,0
2023-07-04,2808.219970703125,2808.219970703125,2776.7900390625,2798.02001953125,0
2023-07-05,2805.0,2813.760009765625,2795.39990234375,2795.39990234375,0
2023-07-06,2819.60009765625,2837.489990234375,2813.3798828125,2816.739990234375,0
2023-07-07,2832.510009765625,2832.820068359375,2814.3798828125,2823.889892578125,0
2023-07-10,2856.760009765625,2864.320068359375,2838.52001953125,2838.85009765625,0
2023-07-11,2860.330078125,2867.360107421875,2851.010009765625,2865.639892578125,0
2023-07-12,2896.830078125,2897.280029296875,2870.610107421875,2870.610107421875,0
2023-07-13,2885.6298828125,2912.14990234375,2873.0,2899.97998046875,0
2023-07-14,2902.719970703125,2902.719970703125,2874.43994140625,2882.9599609375,0
2023-07-17,2917.610107421875,2917.719970703125,2880.110107421875,2889.090087890625,0
2023-07-18,2954.52001953125,2955.81005859375,2922.739990234375,2923.68994140625,0
2023-07-19,2943.429931640625,2966.719970703125,2938.659912109375,2959.409912109375,0
2023-07-20,2917.47998046875,2947.2900390625,2905.02001953125,2947.080078125,0
2023-07-21,2923.5400390625,2925.5400390625,2889.780029296875,2890.449951171875,0
2023-07-24,2937.469970703125,2947.169921875,2925.10009765625,2929.22998046875,0
2023-07-25,2975.360107421875,2975.360107421875,2943.739990234375,2948.8701171875,0
2023-07-26,2970.419921875,2982.469970703125,2954.89990234375,2974.2099609375,0
2023-07-27,2987.85009765625,2992.469970703125,2975.52001953125,2975.52001953125,0
2023-07-28,3008.610107421875,3008.610107421875,2978.1201171875,2986.35009765625,0
2023-07-31,3073.5,3073.5,3026.929931640625,3026.929931640625,0
2023-08-01,3093.639892578125,3114.56005859375,3055.25,3085.969970703125,0
2023-08-02,3106.4599609375,3123.449951171875,3080.6298828125,3096.719970703125,0
2023-08-03,3147.800048828125,3150.280029296875,3094.27001953125,3111.699951171875,0
2023-08-04,3092.43994140625,3194.830078125,3073.68994140625,3158.530029296875,0
2023-08-07,3084.080078125,3153.60009765625,3084.080078125,3120.5400390625,0
2023-08-08,3085.31005859375,3092.5400390625,3026.719970703125,3077.6298828125,0
2023-08-09,3099.52001953125,3120.25,3083.77001953125,3106.030029296875,0
2023-08-10,3148.860107421875,3148.860107421875,3115.85009765625,3122.06005859375,0
2023-08-11,3155.510009765625,3163.469970703125,3138.0400390625,3158.590087890625,0
2023-08-14,3131.0,3225.780029296875,3117.31005859375,3186.469970703125,0
2023-08-15,3115.25,3163.739990234375,3068.659912109375,3083.320068359375,0
2023-08-16,3049.4599609375,3122.340087890625,3015.570068359375,3109.4599609375,0
2023-08-17,3059.02001953125,3076.31005859375,3031.72998046875,3069.81005859375,0
2023-08-18,3111.219970703125,3111.219970703125,3058.010009765625,3077.780029296875,0
2023-08-21,3139.929931640625,3150.610107421875,3122.3701171875,3139.2900390625,0
2023-08-22,3164.25,3172.300048828125,3124.18994140625,3146.419921875,0
2023-08-23,3146.199951171875,3184.169921875,3113.239990234375,3180.389892578125,0
2023-08-24,3137.3701171875,3137.3701171875,3108.169921875,3117.02001953125,0
2023-08-25,3157.330078125,3158.610107421875,3132.070068359375,3150.030029296875,0
2023-08-28,3198.719970703125,3202.239990234375,3161.360107421875,3161.360107421875,0
2023-08-29,3211.360107421875,3218.39990234375,3191.31005859375,3205.06005859375,0
2023-08-30,3212.679931640625,3220.85009765625,3193.179931640625,3214.110107421875,0
2023-08-31,3227.989990234375,3234.679931640625,3211.93994140625,3218.47998046875,0
2023-09-01,3231.35009765625,3232.919921875,3214.949951171875,3230.530029296875,0
2023-09-04,3268.969970703125,3268.969970703125,3242.39990234375,3242.489990234375,0
2023-09-05,3264.429931640625,3287.340087890625,3246.4599609375,3273.389892578125,0
2023-09-06,3245.469970703125,3270.840087890625,3236.7900390625,3270.840087890625,0
2023-09-07,3169.070068359375,3262.72998046875,3145.25,3247.89990234375,0
2023-09-08,3142.8798828125,3188.77001953125,3114.389892578125,3178.43994140625,0
2023-09-11,3122.3701171875,3153.610107421875,3106.919921875,3145.260009765625,0
2023-09-12,3165.919921875,3165.919921875,3117.699951171875,3118.139892578125,0
2023-09-13,3148.320068359375,3191.570068359375,3148.320068359375,3189.080078125,0
2023-09-14,3139.489990234375,3148.5,3072.820068359375,3144.2900390625,0
2023-09-15,3152.530029296875,3155.449951171875,3116.719970703125,3126.570068359375,0
2023-09-18,3135.179931640625,3177.22998046875,3127.3701171875,3165.06005859375,0
